date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,sale_year,sale_month,house_age,was_renovated,total_rooms,price_per_sqft,zipcode,age_bucket,years_since_renovation,renovation_recency_ratio,has_basement,basement_ratio,above_ratio,lot_utilization,bath_bed_ratio,avg_room_size,premium_outlook_score,condition_x_age,sale_month_sin,sale_month_cos,city_sale_volume,zip_sale_volume,log_sqft_lot,physical_cluster,city_price_index,zip_price_index,price_band,combined_category,friendly_category,is_outlier_price,is_outlier_sqft_living,is_outlier_sqft_lot,is_outlier
2014-05-02,463000.0,3.0,1.75,1710,7320,1.0,0,0,3,1710,0,1948,1994,Burke-Gilman Trail,Lake Forest Park,WA 98155,USA,2014,5,66,1,4.75,270.7602339181287,98155,51-100y,20.0,0.303030303030303,0,0.0,1.0,0.2336065573770492,0.5833333333333334,360.0,0,198,0.4999999999999999,-0.8660254037844387,34,86,8.898502209646642,3,0.8776921327323344,0.9204365361798116,3,Physical Group 3 - Price Band 3,Refreshed Classics -- Upper-Mid Tier,0,0,0,0
2014-05-02,1400000.0,4.0,2.5,2920,4000,1.5,0,0,5,1910,1010,1909,1988,3838-4098 44th Ave NE,Seattle,WA 98105,USA,2014,5,105,1,6.5,479.45205479452056,98105,100y+,26.0,0.2476190476190476,1,0.3458904109589041,0.6541095890410958,0.73,0.625,449.2307692307692,0,525,0.4999999999999999,-0.8660254037844387,1560,48,8.294299608857235,1,1.273555453526203,1.5335860354457589,1,Physical Group 1 - Price Band 1,Refreshed & Finished Below -- Premium Tier,1,0,0,1
2014-05-02,588500.0,3.0,1.75,2330,14892,1.0,0,0,3,1970,360,1980,0,1833 220th Pl NE,Sammamish,WA 98074,USA,2014,5,34,0,4.75,252.57510729613733,98074,26-50y,-1.0,-1.0,1,0.1545064377682403,0.8454935622317596,0.1564598442116572,0.5833333333333334,490.5263157894737,0,102,0.4999999999999999,-0.8660254037844387,171,94,9.608646582885868,2,1.0062204061752449,1.005723219540312,1,Physical Group 2 - Price Band 1,"Untouched, Finished Below -- Value Tier",0,0,0,0
2014-05-02,365000.0,3.0,1.0,1090,6435,1.0,0,0,4,1090,0,1955,2009,2504 SW Portland Ct,Seattle,WA 98106,USA,2014,5,59,1,4.0,334.86238532110093,98106,51-100y,5.0,0.0847457627118644,0,0.0,1.0,0.1693861693861693,0.3333333333333333,272.5,0,236,0.4999999999999999,-0.8660254037844387,1560,66,8.769662508112274,3,1.273555453526203,0.8975688732809866,1,Physical Group 3 - Price Band 1,Refreshed Classics -- Value Tier,0,0,0,0
2014-05-02,1200000.0,5.0,2.75,2910,9480,1.5,0,0,3,2910,0,1939,1969,3534 46th Ave NE,Seattle,WA 98105,USA,2014,5,75,1,7.75,412.37113402061857,98105,51-100y,45.0,0.6,0,0.0,1.0,0.3069620253164557,0.55,375.483870967742,0,225,0.4999999999999999,-0.8660254037844387,1560,48,9.15704507491796,3,1.273555453526203,1.5335860354457589,4,Physical Group 3 - Price Band 4,Refreshed Classics -- Premium Tier,1,0,0,1
2014-05-02,242500.0,3.0,1.5,1200,9720,1.0,0,0,4,1200,0,1965,0,14034 SE 201st St,Kent,WA 98042,USA,2014,5,49,0,4.5,202.08333333333331,98042,26-50y,-1.0,-1.0,0,0.0,1.0,0.1234567901234567,0.5,266.6666666666667,0,196,0.4999999999999999,-0.8660254037844387,184,98,9.18204377282107,0,0.6160717217500002,0.6266379960624312,0,Physical Group 0 - Price Band 0,Untouched Classics -- Budget Tier,0,0,0,0
2014-05-02,419000.0,3.0,1.5,1570,6700,1.0,0,0,4,1570,0,1956,0,15424 SE 9th St,Bellevue,WA 98007,USA,2014,5,58,0,4.5,266.8789808917197,98007,51-100y,-1.0,-1.0,0,0.0,1.0,0.2343283582089552,0.5,348.8888888888889,0,232,0.4999999999999999,-0.8660254037844387,281,38,8.81001204797317,0,1.2224469160768452,1.219112254385725,4,Physical Group 0 - Price Band 4,Untouched Classics -- High-End Tier,0,0,0,0
2014-05-02,367500.0,4.0,3.0,3110,7231,2.0,0,0,3,3110,0,1997,0,11224 SE 306th Pl,Auburn,WA 98092,USA,2014,5,17,0,7.0,118.16720257234726,98092,11-25y,-1.0,-1.0,0,0.0,1.0,0.430092656617342,0.75,444.2857142857143,0,51,0.4999999999999999,-0.8660254037844387,175,83,8.886270902072013,0,0.5881187912397193,0.6030610799656367,2,Physical Group 0 - Price Band 2,Untouched Classics -- Mid-Tier,0,0,0,0
2014-05-02,257950.0,3.0,1.75,1370,5858,1.0,0,0,3,1370,0,1987,2000,1605 S 245th Pl,Des Moines,WA 98198,USA,2014,5,27,1,4.75,188.28467153284672,98198,26-50y,14.0,0.5185185185185185,0,0.0,1.0,0.2338682144076476,0.5833333333333334,288.42105263157896,0,81,0.4999999999999999,-0.8660254037844387,58,56,8.675734219544788,3,0.6693397526017371,0.6517850647800792,3,Physical Group 3 - Price Band 3,Refreshed Classics -- Upper-Mid Tier,0,0,0,0
2014-05-02,275000.0,3.0,1.5,1180,10277,1.0,0,0,3,1180,0,1983,2009,12425 415th Ave SE,North Bend,WA 98045,USA,2014,5,31,1,4.5,233.05084745762716,98045,26-50y,5.0,0.1612903225806451,0,0.0,1.0,0.114819499854043,0.5,262.22222222222223,0,93,0.4999999999999999,-0.8660254037844387,50,50,9.237760967552177,3,0.8061062997318328,0.8061062997318328,0,Physical Group 3 - Price Band 0,Refreshed Classics -- Budget Tier,0,0,0,0
2014-05-02,750000.0,3.0,1.75,2240,10578,2.0,0,0,5,1550,690,1923,0,3225 NE 92nd St,Seattle,WA 98115,USA,2014,5,91,0,4.75,334.82142857142856,98115,51-100y,-1.0,-1.0,1,0.3080357142857143,0.6919642857142857,0.211760257137455,0.5833333333333334,471.578947368421,0,455,0.4999999999999999,-0.8660254037844387,1560,129,9.266626182986776,2,1.273555453526203,1.334682065916779,2,Physical Group 2 - Price Band 2,"Untouched, Finished Below -- Mid-Tier",0,0,0,0
2014-05-02,435000.0,4.0,1.0,1450,8800,1.0,0,0,4,1450,0,1954,1979,3922 154th Ave SE,Bellevue,WA 98006,USA,2014,5,60,1,5.0,300.0,98006,51-100y,35.0,0.5833333333333334,0,0.0,1.0,0.1647727272727272,0.25,290.0,0,240,0.4999999999999999,-0.8660254037844387,281,109,9.082620630373812,3,1.2224469160768452,1.1316527850013622,1,Physical Group 3 - Price Band 1,Refreshed Classics -- Value Tier,0,0,0,0
2014-05-02,626000.0,3.0,2.25,1750,1572,2.5,0,0,3,1470,280,2005,0,3140 Franklin Ave E,Seattle,WA 98102,USA,2014,5,9,0,5.25,357.7142857142857,98102,0-10y,-1.0,-1.0,1,0.16,0.84,1.11323155216285,0.75,333.3333333333333,0,27,0.4999999999999999,-0.8660254037844387,1560,22,7.360739903058278,2,1.273555453526203,1.6542283292580475,1,Physical Group 2 - Price Band 1,"Untouched, Finished Below -- Value Tier",0,0,0,0
2014-05-02,612500.0,4.0,2.5,2730,12261,2.0,0,0,3,2730,0,1991,0,10212 NE 156th Pl,Bothell,WA 98011,USA,2014,5,23,0,6.5,224.3589743589744,98011,11-25y,-1.0,-1.0,0,0.0,1.0,0.2226572057744066,0.625,420.0,0,69,0.4999999999999999,-0.8660254037844387,33,32,9.414260328322634,0,0.9240718946664678,0.920688318540098,5,Physical Group 0 - Price Band 5,Untouched Classics -- Premium Tier,0,0,0,0
2014-05-02,495000.0,4.0,1.75,1600,6380,1.0,0,0,3,1130,470,1959,1989,2021 NE 100th St,Seattle,WA 98125,USA,2014,5,55,1,5.75,309.375,98125,51-100y,25.0,0.4545454545454545,1,0.29375,0.70625,0.2507836990595611,0.4375,278.2608695652174,0,165,0.4999999999999999,-0.8660254037844387,1560,88,8.761080103868347,1,1.273555453526203,1.0055861968338733,0,Physical Group 1 - Price Band 0,Refreshed & Finished Below -- Budget Tier,0,0,0,0
2014-05-02,285000.0,3.0,2.5,2090,10834,1.0,0,0,4,1360,730,1987,0,27736 23rd Avenue South,Federal Way,WA 98003,USA,2014,5,27,0,5.5,136.36363636363637,98003,26-50y,-1.0,-1.0,1,0.3492822966507177,0.6507177033492823,0.1929112054642791,0.8333333333333334,380.0,0,108,0.4999999999999999,-0.8660254037844387,145,48,9.29053691397046,2,0.593552031530509,0.6137697778015134,0,Physical Group 2 - Price Band 0,"Untouched, Finished Below -- Budget Tier",0,0,0,0
2014-05-02,615000.0,3.0,1.75,2360,7291,1.0,0,0,4,1360,1000,1948,0,8436-8438 41st Ave SW,Seattle,WA 98136,USA,2014,5,66,0,4.75,260.59322033898303,98136,51-100y,-1.0,-1.0,1,0.423728813559322,0.576271186440678,0.3236867370731038,0.5833333333333334,496.8421052631579,0,264,0.4999999999999999,-0.8660254037844387,1560,56,8.894533135798554,2,1.273555453526203,1.229652376524112,2,Physical Group 2 - Price Band 2,"Untouched, Finished Below -- Mid-Tier",0,0,0,0
2014-05-02,698000.0,4.0,2.25,2200,11250,1.5,0,0,5,1300,900,1920,0,1036 4th St,Kirkland,WA 98033,USA,2014,5,94,0,6.25,317.27272727272725,98033,51-100y,-1.0,-1.0,1,0.4090909090909091,0.5909090909090909,0.1955555555555555,0.5625,352.0,0,470,0.4999999999999999,-0.8660254037844387,187,89,9.328212292571072,2,1.1116301984721453,1.2107940857220467,2,Physical Group 2 - Price Band 2,"Untouched, Finished Below -- Mid-Tier",0,0,0,0
2014-05-02,675000.0,5.0,2.5,2820,67518,2.0,0,0,3,2820,0,1979,2014,23525 SE 32nd Way,Issaquah,WA 98029,USA,2014,5,35,1,7.5,239.3617021276596,98029,26-50y,0.0,0.0,0,0.0,1.0,0.0417666400071092,0.5,376.0,0,105,0.4999999999999999,-0.8660254037844387,186,88,11.120164318733623,3,1.051628143565084,1.0971009602799842,4,Physical Group 3 - Price Band 4,Refreshed Classics -- Premium Tier,0,0,1,1
2014-05-02,790000.0,3.0,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1999,3314 NW 75th St,Seattle,WA 98117,USA,2014,5,63,1,5.5,303.84615384615387,98117,51-100y,15.0,0.238095238095238,1,0.3461538461538461,0.6538461538461539,0.5473684210526316,0.8333333333333334,472.7272727272728,0,252,0.4999999999999999,-0.8660254037844387,1560,132,8.46611040118692,1,1.273555453526203,1.361474258579315,0,Physical Group 1 - Price Band 0,Refreshed & Finished Below -- Budget Tier,0,0,0,0
2014-05-02,382500.0,4.0,1.75,1560,8700,1.0,0,0,4,1560,0,1967,0,14104 119th Ave NE,Kirkland,WA 98034,USA,2014,5,47,0,5.75,245.19230769230768,98034,26-50y,-1.0,-1.0,0,0.0,1.0,0.1793103448275862,0.4375,271.30434782608694,0,188,0.4999999999999999,-0.8660254037844387,187,99,9.071193240566023,0,1.1116301984721453,1.0337138226271718,4,Physical Group 0 - Price Band 4,Untouched Classics -- High-End Tier,0,0,0,0
2014-05-02,499950.0,4.0,2.5,2860,3345,2.0,0,0,3,2190,670,2004,2003,20120 137th Ave NE,Woodinville,WA 98072,USA,2014,5,10,0,6.5,174.80769230769232,98072,0-10y,-1.0,-1.0,1,0.2342657342657342,0.7657342657342657,0.8550074738415545,0.625,440.0,0,30,0.4999999999999999,-0.8660254037844387,114,63,8.11552088154677,2,0.9476236573915504,0.946857895989641,3,Physical Group 2 - Price Band 3,"Untouched, Finished Below -- Upper-Mid Tier",0,0,0,0
2014-05-02,650000.0,4.0,2.0,1820,5000,1.5,0,1,3,1640,180,1945,2010,7201-7399 55th Ave NE,Seattle,WA 98115,USA,2014,5,69,1,6.0,357.1428571428572,98115,51-100y,4.0,0.0579710144927536,1,0.0989010989010989,0.9010989010989012,0.364,0.5,303.3333333333333,1,207,0.4999999999999999,-0.8660254037844387,1560,129,8.517393171418904,1,1.273555453526203,1.334682065916779,0,Physical Group 1 - Price Band 0,Refreshed & Finished Below -- Budget Tier,0,0,0,0
2014-05-02,625000.0,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,17052 4th Ave NE,Shoreline,WA 98155,USA,2014,5,0,0,6.5,221.63120567375887,98155,0-10y,-1.0,-1.0,0,0.0,1.0,0.335394862036156,0.625,433.84615384615387,0,0,0.4999999999999999,-0.8660254037844387,123,86,9.037057839832896,0,0.9518056834130662,0.9245087092941376,5,Physical Group 0 - Price Band 5,Untouched Classics -- Premium Tier,0,0,0,0
2014-05-02,400000.0,4.0,2.5,3630,42884,1.5,0,0,3,2300,1330,1979,2014,5172-5198 Heather Ave SE,Auburn,WA 98092,USA,2014,5,35,1,6.5,110.19283746556474,98092,26-50y,0.0,0.0,1,0.3663911845730027,0.6336088154269972,0.0846469545751329,0.625,558.4615384615385,0,105,0.4999999999999999,-0.8660254037844387,175,83,10.666277393424522,1,0.5881187912397193,0.6030610799656367,0,Physical Group 1 - Price Band 0,Refreshed & Finished Below -- Budget Tier,0,0,1,1
2014-05-02,604000.0,3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995,0,30822 36th Ct SW,Federal Way,WA 98023,USA,2014,5,19,0,5.5,186.41975308641972,98023,11-25y,-1.0,-1.0,0,0.0,1.0,0.0977346083074417,0.8333333333333334,589.0909090909091,2,57,0.4999999999999999,-0.8660254037844387,145,93,10.408858325619155,0,0.593552031530509,0.5858930837846624,2,Physical Group 0 - Price Band 2,Untouched Classics -- Mid-Tier,0,0,1,1
2014-05-02,440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,4801-4899 6th Ave NW,Seattle,WA 98107,USA,2014,5,70,0,3.0,550.0,98107,51-100y,-1.0,-1.0,0,0.0,1.0,0.1649484536082474,0.5,266.6666666666667,0,280,0.4999999999999999,-0.8660254037844387,1560,58,8.486940148245216,0,1.273555453526203,1.4975764692340228,4,Physical Group 0 - Price Band 4,Untouched Classics -- High-End Tier,0,0,0,0
2014-05-02,287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,0,23017 SE 281st Ct,Maple Valley,WA 98038,USA,2014,5,22,0,6.0,155.24324324324326,98038,11-25y,-1.0,-1.0,1,0.4108108108108108,0.5891891891891892,0.0926575177802263,1.0,308.3333333333333,0,88,0.4999999999999999,-0.8660254037844387,95,95,9.901836189786897,2,0.678100324948479,0.678100324948479,0,Physical Group 2 - Price Band 0,"Untouched, Finished Below -- Budget Tier",0,0,1,1
2014-05-02,403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,17825 4th Ave SW,Normandy Park,WA 98166,USA,2014,5,57,0,5.0,205.6122448979592,98166,51-100y,-1.0,-1.0,1,0.1581632653061224,0.8418367346938775,0.149618320610687,0.6666666666666666,392.0,2,285,0.4999999999999999,-0.8660254037844387,17,57,9.48044384215367,2,1.0469471112935358,0.8964172522139969,2,Physical Group 2 - Price Band 2,"Untouched, Finished Below -- Mid-Tier",0,0,0,0
2014-05-02,750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009,3628 59th Ave SW,Seattle,WA 98116,USA,2014,5,59,1,5.5,313.8075313807531,98116,51-100y,5.0,0.0847457627118644,1,0.3974895397489539,0.602510460251046,0.3648854961832061,0.8333333333333334,434.54545454545456,2,236,0.4999999999999999,-0.8660254037844387,1560,64,8.787372988731876,1,1.273555453526203,1.3384722544539491,1,Physical Group 1 - Price Band 1,Refreshed & Finished Below -- Premium Tier,0,0,0,0
2014-05-02,335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000,4460 332nd Ave SE,Fall City,WA 98024,USA,2014,5,36,1,5.25,212.0253164556962,98024,26-50y,14.0,0.3888888888888889,0,0.0,1.0,0.0974406413814369,0.75,300.95238095238096,0,144,0.4999999999999999,-0.8660254037844387,11,11,9.693753688131835,3,0.9313881265347392,0.9313881265347392,1,Physical Group 3 - Price Band 1,Refreshed Classics -- Value Tier,0,0,0,0
2014-05-02,260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,2019 Aberdeen Pl SE,Renton,WA 98055,USA,2014,5,40,0,6.0,175.67567567567568,98055,26-50y,-1.0,-1.0,0,0.0,1.0,0.1715942028985507,0.5,246.66666666666663,0,160,0.4999999999999999,-0.8660254037844387,291,28,9.062536177207788,0,0.7339311977203787,0.7208613568132334,0,Physical Group 0 - Price Band 0,Untouched Classics -- Budget Tier,0,0,0,0
2014-05-02,308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,121 NE 147th St,Shoreline,WA 98155,USA,2014,5,64,1,3.0,362.9411764705882,98155,51-100y,31.0,0.484375,0,0.0,1.0,0.137674117265954,0.5,283.3333333333333,0,256,0.4999999999999999,-0.8660254037844387,123,86,8.728264161496178,3,0.9518056834130662,0.9245087092941376,1,Physical Group 3 - Price Band 1,Refreshed Classics -- Value Tier,0,0,0,0
2014-05-02,439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009,4458 51st Ave SW,Seattle,WA 98116,USA,2014,5,24,1,5.5,248.5593220338983,98116,11-25y,5.0,0.2083333333333333,0,0.0,1.0,0.6156521739130435,0.8333333333333334,321.8181818181818,0,72,0.4999999999999999,-0.8660254037844387,1560,64,7.964155718840937,3,1.273555453526203,1.3384722544539491,4,Physical Group 3 - Price Band 4,Refreshed Classics -- Premium Tier,0,0,0,0
2014-05-02,235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,7542 21st Ave SW,Seattle,WA 98106,USA,2014,5,65,0,3.0,194.21487603305783,98106,51-100y,-1.0,-1.0,0,0.0,1.0,0.1287234042553191,0.5,403.3333333333333,0,130,0.4999999999999999,-0.8660254037844387,1560,66,9.148571345578551,0,1.273555453526203,0.8975688732809866,1,Physical Group 0 - Price Band 1,Untouched Classics -- Value Tier,0,0,0,0
2014-05-02,315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997,15804 198th Pl NE,Woodinville,WA 98077,USA,2014,5,46,1,4.0,271.55172413793105,98077,26-50y,17.0,0.3695652173913043,0,0.0,1.0,0.1263616557734204,0.3333333333333333,290.0,0,138,0.4999999999999999,-0.8660254037844387,114,51,9.1248914101437,3,0.9476236573915504,0.9487545442878208,0,Physical Group 3 - Price Band 0,Refreshed Classics -- Budget Tier,0,0,0,0
2014-05-02,437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,26069 SE 154th St,Issaquah,WA 98027,USA,2014,5,37,0,5.25,222.08121827411168,98027,26-50y,-1.0,-1.0,0,0.0,1.0,0.0561253561253561,0.75,375.2380952380952,0,148,0.4999999999999999,-0.8660254037844387,186,95,10.465984899076616,0,1.051628143565084,0.93950017181713,0,Physical Group 0 - Price Band 0,Untouched Classics -- Budget Tier,0,0,1,1
2014-05-02,407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,4314 NE 6th Pl,Renton,WA 98059,USA,2014,5,18,0,5.5,211.13989637305696,98059,11-25y,-1.0,-1.0,0,0.0,1.0,0.1845124282982791,0.8333333333333334,350.90909090909093,0,54,0.4999999999999999,-0.8660254037844387,291,106,9.25540933534376,0,0.7339311977203787,0.7951426248171801,1,Physical Group 0 - Price Band 1,Untouched Classics -- Value Tier,0,0,0,0
2014-05-02,445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,2640 NW 56th St,Seattle,WA 98107,USA,2014,5,13,0,5.5,350.9448818897638,98107,11-25y,-1.0,-1.0,0,0.0,1.0,1.076271186440678,0.8333333333333334,230.9090909090909,0,39,0.4999999999999999,-0.8660254037844387,1560,58,7.074116816197362,0,1.273555453526203,1.4975764692340228,3,Physical Group 0 - Price Band 3,Untouched Classics -- Upper-Mid Tier,0,0,0,0
2014-05-02,838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0,15712 NE 136th Pl,Redmond,WA 98052,USA,2014,5,13,0,6.5,253.17220543806647,98052,11-25y,-1.0,-1.0,0,0.0,1.0,0.0769803246662635,0.625,509.2307692307692,0,39,0.4999999999999999,-0.8660254037844387,234,135,10.668932138591323,0,1.1173900767814529,1.1348110888912792,5,Physical Group 0 - Price Band 5,Untouched Classics -- Premium Tier,0,0,1,1
2014-05-02,630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0,26429 SE 154th Pl,Issaquah,WA 98027,USA,2014,5,14,0,6.75,232.47232472324723,98027,11-25y,-1.0,-1.0,0,0.0,1.0,0.0726989832872817,0.6875,401.4814814814815,0,42,0.4999999999999999,-0.8660254037844387,186,95,10.52615861929175,0,1.051628143565084,0.93950017181713,5,Physical Group 0 - Price Band 5,Untouched Classics -- Premium Tier,0,0,1,1
2014-05-02,550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,3923 229th Pl SE,Sammamish,WA 98075,USA,2014,5,35,1,4.75,189.00343642611685,98075,26-50y,0.0,0.0,0,0.0,1.0,0.0826704545454545,0.5833333333333334,612.6315789473684,0,105,0.4999999999999999,-0.8660254037844387,171,82,10.468829770273569,3,1.0062204061752449,1.0088819679704928,3,Physical Group 3 - Price Band 3,Refreshed Classics -- Upper-Mid Tier,0,0,1,1
2014-05-02,805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,6222 30th Ave NE,Seattle,WA 98115,USA,2014,5,85,0,5.0,297.0479704797048,98115,51-100y,-1.0,-1.0,1,0.3062730627306273,0.6937269372693727,0.6022222222222222,0.6666666666666666,542.0,0,340,0.4999999999999999,-0.8660254037844387,1560,129,8.412054873292933,2,1.273555453526203,1.334682065916779,2,Physical Group 2 - Price Band 2,"Untouched, Finished Below -- Mid-Tier",0,0,0,0
2014-05-02,284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1997,32418 NE 50th St,Carnation,WA 98014,USA,2014,5,46,1,4.75,157.77777777777777,98014,26-50y,17.0,0.3695652173913043,0,0.0,1.0,0.077911959485781,0.5833333333333334,378.9473684210527,0,138,0.4999999999999999,-0.8660254037844387,22,22,10.047761041692551,3,0.8842243416104475,0.8842243416104475,0,Physical Group 3 - Price Band 0,Refreshed Classics -- Budget Tier,0,0,1,1
